Second,Price(x1000),Diff(in%),Value(€),Volume
3802,11124,0.07197,22803,2050
3803,11124,0.07197,22803,2050
3804,11124,0.07197,22803,2050
3805,11124,0.07197,22803,2050
3806,11124,0.07197,22803,2050
3807,11124,0.07197,22803,2050
3808,11124,0.07197,22803,2050
3809,11124,0.07197,22803,2050
3810,11130,0.05394,30528,2743
3811,11130,0.05394,30528,2743
3812,11130,0.05394,30528,2743
3813,11130,0.05394,30528,2743
3814,11130,0.05394,30528,2743
3815,11130,0.05394,30528,2743
3816,11130,0.05394,30528,2743
3817,11130,0.05394,30528,2743
3818,11130,0.05394,30528,2743
3819,11130,0.05394,30528,2743
3820,11131,0.00898,1915,172
3821,11131,0.00898,1915,172
3822,11131,0.00898,1915,172
3823,11131,0.00898,1915,172
3824,11131,0.00898,1915,172
3825,11131,0.00898,1915,172
3826,11131,0.00898,1915,172
3827,11131,0.00898,1915,172
3828,11131,0.00898,1915,172
3829,11131,0.00898,1915,172
3830,11135,0.03594,22024,1978
3831,11135,0.03594,22024,1978
3832,11135,0.03594,22024,1978
3833,11135,0.03594,22024,1978
3834,11135,0.03594,22024,1978
3835,11135,0.03594,22024,1978
3836,11135,0.03594,22024,1978
3837,11135,0.03594,22024,1978
3838,11135,0.03594,22024,1978
3839,11135,0.03594,22024,1978
3840,11140,0.0449,84697,7603
3841,11140,0.0449,84697,7603
3842,11140,0.0449,84697,7603
3843,11140,0.0449,84697,7603
3844,11140,0.0449,84697,7603
3845,11140,0.0449,84697,7603
3846,11140,0.0449,84697,7603
3847,11140,0.0449,84697,7603
3848,11140,0.0449,84697,7603
3849,11140,0.0449,84697,7603
3850,11141,0.00898,27520,2470
3851,11141,0.00898,27520,2470
3852,11141,0.00898,27520,2470
3853,11141,0.00898,27520,2470
3854,11141,0.00898,27520,2470
3855,11141,0.00898,27520,2470
3856,11141,0.00898,27520,2470
3857,11141,0.00898,27520,2470
3858,11141,0.00898,27520,2470
3859,11141,0.00898,27520,2470
3860,11140,-0.00898,65236,5856
3861,11140,-0.00898,65236,5856
3862,11140,-0.00898,65236,5856
3863,11140,-0.00898,65236,5856
3864,11140,-0.00898,65236,5856
3865,11140,-0.00898,65236,5856
3866,11140,-0.00898,65236,5856
3867,11140,-0.00898,65236,5856
3868,11140,-0.00898,65236,5856
3869,11140,-0.00898,65236,5856
3870,11140,0,41098,3689
3871,11140,0,41098,3689
3872,11140,0,41098,3689
3873,11140,0,41098,3689
3874,11140,0,41098,3689
3875,11140,0,41098,3689
3876,11140,0,41098,3689
3877,11140,0,41098,3689
3878,11140,0,41098,3689
3879,11140,0,41098,3689
3880,11140,0,41098,3689
3881,11140,0,41098,3689
3882,11140,0,41098,3689
3883,11140,0,41098,3689
3884,11140,0,41098,3689
3885,11140,0,41098,3689
3886,11140,0,41098,3689
3887,11140,0,41098,3689
3888,11140,0,41098,3689
3889,11140,0,41098,3689
3890,11140,0,41098,3689
3891,11140,0,41098,3689
3892,11140,0,41098,3689
3893,11140,0,41098,3689
3894,11140,0,41098,3689
3895,11140,0,41098,3689
3896,11140,0,41098,3689
3897,11140,0,41098,3689
3898,11140,0,41098,3689
3899,11140,0,41098,3689
3900,11140,0,41098,3689
3901,11140,0,41098,3689
3902,11140,0,41098,3689
3903,11140,0,41098,3689
3904,11140,0,41098,3689
3905,11140,0,41098,3689
3906,11140,0,41098,3689
3907,11140,0,41098,3689
3908,11140,0,41098,3689
3909,11140,0,41098,3689
3910,11136,-0.03591,112474,10099
3911,11136,-0.03591,112474,10099
3912,11136,-0.03591,112474,10099
3913,11136,-0.03591,112474,10099
3914,11136,-0.03591,112474,10099
3915,11136,-0.03591,112474,10099
3916,11136,-0.03591,112474,10099
3917,11136,-0.03591,112474,10099
3918,11136,-0.03591,112474,10099
3919,11136,-0.03591,112474,10099
3920,11136,0,216429,19434
3921,11136,0,216429,19434
3922,11136,0,216429,19434
3923,11136,0,216429,19434
3924,11136,0,216429,19434
3925,11136,0,216429,19434
3926,11136,0,216429,19434
3927,11136,0,216429,19434
3928,11136,0,216429,19434
3929,11136,0,216429,19434
3930,11135,-0.00898,13818,1241
3931,11135,-0.00898,13818,1241
3932,11135,-0.00898,13818,1241
3933,11135,-0.00898,13818,1241
3934,11135,-0.00898,13818,1241
3935,11135,-0.00898,13818,1241
3936,11135,-0.00898,13818,1241
3937,11135,-0.00898,13818,1241
3938,11135,-0.00898,13818,1241
3939,11135,-0.00898,13818,1241
3940,11134,-0.00898,136567,12265
3941,11134,-0.00898,136567,12265
3942,11134,-0.00898,136567,12265
3943,11134,-0.00898,136567,12265
3944,11134,-0.00898,136567,12265
3945,11134,-0.00898,136567,12265
3946,11134,-0.00898,136567,12265
3947,11134,-0.00898,136567,12265
3948,11134,-0.00898,136567,12265
3949,11134,-0.00898,136567,12265
3950,11136,0.01796,11503,1033
3951,11136,0.01796,11503,1033
3952,11136,0.01796,11503,1033
3953,11136,0.01796,11503,1033
3954,11136,0.01796,11503,1033
3955,11136,0.01796,11503,1033
3956,11136,0.01796,11503,1033
3957,11136,0.01796,11503,1033
3958,11136,0.01796,11503,1033
3959,11136,0.01796,11503,1033
3960,11137,0.00898,19811,1779
3961,11137,0.00898,19811,1779
3962,11137,0.00898,19811,1779
3963,11137,0.00898,19811,1779
3964,11137,0.00898,19811,1779
3965,11137,0.00898,19811,1779
3966,11137,0.00898,19811,1779
3967,11137,0.00898,19811,1779
3968,11137,0.00898,19811,1779
3969,11137,0.00898,19811,1779
3970,11137,0.00898,19811,1779
3971,11137,0.00898,19811,1779
3972,11137,0.00898,19811,1779
3973,11137,0.00898,19811,1779
3974,11137,0.00898,19811,1779
3975,11137,0.00898,19811,1779
3976,11137,0.00898,19811,1779
3977,11137,0.00898,19811,1779
3978,11137,0.00898,19811,1779
3979,11137,0.00898,19811,1779
3980,11137,0.00898,19811,1779
3981,11137,0.00898,19811,1779
3982,11137,0.00898,19811,1779
3983,11137,0.00898,19811,1779
3984,11137,0.00898,19811,1779
3985,11137,0.00898,19811,1779
3986,11137,0.00898,19811,1779
3987,11137,0.00898,19811,1779
3988,11137,0.00898,19811,1779
3989,11137,0.00898,19811,1779
3990,11138,0.00898,25027,2247
3991,11138,0.00898,25027,2247
3992,11138,0.00898,25027,2247
3993,11138,0.00898,25027,2247
3994,11138,0.00898,25027,2247
3995,11138,0.00898,25027,2247
3996,11138,0.00898,25027,2247
3997,11138,0.00898,25027,2247
3998,11138,0.00898,25027,2247
3999,11138,0.00898,25027,2247
4000,11140,0.01796,27070,2430
4001,11140,0.01796,27070,2430
4002,11140,0.01796,27070,2430
4003,11140,0.01796,27070,2430
4004,11140,0.01796,27070,2430
4005,11140,0.01796,27070,2430
4006,11140,0.01796,27070,2430
4007,11140,0.01796,27070,2430
4008,11140,0.01796,27070,2430
4009,11140,0.01796,27070,2430
4010,11144,0.03591,27069,2429
4011,11144,0.03591,27069,2429
4012,11144,0.03591,27069,2429
4013,11144,0.03591,27069,2429
4014,11144,0.03591,27069,2429
4015,11144,0.03591,27069,2429
4016,11144,0.03591,27069,2429
4017,11144,0.03591,27069,2429
4018,11144,0.03591,27069,2429
4019,11144,0.03591,27069,2429
4020,11141,-0.02692,41186,3697
4021,11141,-0.02692,41186,3697
4022,11141,-0.02692,41186,3697
4023,11141,-0.02692,41186,3697
4024,11141,-0.02692,41186,3697
4025,11141,-0.02692,41186,3697
4026,11141,-0.02692,41186,3697
4027,11141,-0.02692,41186,3697
4028,11141,-0.02692,41186,3697
4029,11141,-0.02692,41186,3697
4030,11142,0.00898,87100,7818
4031,11142,0.00898,87100,7818
4032,11142,0.00898,87100,7818
4033,11142,0.00898,87100,7818
4034,11142,0.00898,87100,7818
4035,11142,0.00898,87100,7818
4036,11142,0.00898,87100,7818
4037,11142,0.00898,87100,7818
4038,11142,0.00898,87100,7818
4039,11142,0.00898,87100,7818
4040,11148,0.05385,93157,8355
4041,11148,0.05385,93157,8355
4042,11148,0.05385,93157,8355
4043,11148,0.05385,93157,8355
4044,11148,0.05385,93157,8355
4045,11148,0.05385,93157,8355
4046,11148,0.05385,93157,8355
4047,11148,0.05385,93157,8355
4048,11148,0.05385,93157,8355
4049,11148,0.05385,93157,8355
4050,11155,0.06279,75694,6786
4051,11155,0.06279,75694,6786
4052,11155,0.06279,75694,6786
4053,11155,0.06279,75694,6786
4054,11155,0.06279,75694,6786
4055,11155,0.06279,75694,6786
4056,11155,0.06279,75694,6786
4057,11155,0.06279,75694,6786
4058,11155,0.06279,75694,6786
4059,11155,0.06279,75694,6786
4060,11156,0.00896,11212,1005
4061,11156,0.00896,11212,1005
4062,11156,0.00896,11212,1005
4063,11156,0.00896,11212,1005
4064,11156,0.00896,11212,1005
4065,11156,0.00896,11212,1005
4066,11156,0.00896,11212,1005
4067,11156,0.00896,11212,1005
4068,11156,0.00896,11212,1005
4069,11156,0.00896,11212,1005
4070,11156,0.00896,11212,1005
4071,11156,0.00896,11212,1005
4072,11156,0.00896,11212,1005
4073,11156,0.00896,11212,1005
4074,11156,0.00896,11212,1005
4075,11156,0.00896,11212,1005
4076,11156,0.00896,11212,1005
4077,11156,0.00896,11212,1005
4078,11156,0.00896,11212,1005
4079,11156,0.00896,11212,1005
4080,11152,-0.03586,23252,2085
4081,11152,-0.03586,23252,2085
4082,11152,-0.03586,23252,2085
4083,11152,-0.03586,23252,2085
4084,11152,-0.03586,23252,2085
4085,11152,-0.03586,23252,2085
4086,11152,-0.03586,23252,2085
4087,11152,-0.03586,23252,2085
4088,11152,-0.03586,23252,2085
4089,11152,-0.03586,23252,2085
4090,11152,-0.03586,23252,2085
4091,11152,-0.03586,23252,2085
4092,11152,-0.03586,23252,2085
4093,11152,-0.03586,23252,2085
4094,11152,-0.03586,23252,2085
4095,11152,-0.03586,23252,2085
4096,11152,-0.03586,23252,2085
4097,11152,-0.03586,23252,2085
4098,11152,-0.03586,23252,2085
4099,11152,-0.03586,23252,2085
4100,11156,0.03587,7452,668
4101,11156,0.03587,7452,668
4102,11156,0.03587,7452,668
4103,11156,0.03587,7452,668
4104,11156,0.03587,7452,668
4105,11156,0.03587,7452,668
4106,11156,0.03587,7452,668
4107,11156,0.03587,7452,668
4108,11156,0.03587,7452,668
4109,11156,0.03587,7452,668
4110,11163,0.06275,39985,3582
4111,11163,0.06275,39985,3582
4112,11163,0.06275,39985,3582
4113,11163,0.06275,39985,3582
4114,11163,0.06275,39985,3582
4115,11163,0.06275,39985,3582
4116,11163,0.06275,39985,3582
4117,11163,0.06275,39985,3582
4118,11163,0.06275,39985,3582
4119,11163,0.06275,39985,3582
4120,11159,-0.03583,66883,5994
4121,11159,-0.03583,66883,5994
4122,11159,-0.03583,66883,5994
4123,11159,-0.03583,66883,5994
4124,11159,-0.03583,66883,5994
4125,11159,-0.03583,66883,5994
4126,11159,-0.03583,66883,5994
4127,11159,-0.03583,66883,5994
4128,11159,-0.03583,66883,5994
4129,11159,-0.03583,66883,5994
4130,11153,-0.05377,126239,11319
4131,11153,-0.05377,126239,11319
4132,11153,-0.05377,126239,11319
4133,11153,-0.05377,126239,11319
4134,11153,-0.05377,126239,11319
4135,11153,-0.05377,126239,11319
4136,11153,-0.05377,126239,11319
4137,11153,-0.05377,126239,11319
4138,11153,-0.05377,126239,11319
4139,11153,-0.05377,126239,11319
4140,11152,-0.00897,6758,606
4141,11152,-0.00897,6758,606
4142,11152,-0.00897,6758,606
4143,11152,-0.00897,6758,606
4144,11152,-0.00897,6758,606
4145,11152,-0.00897,6758,606
4146,11152,-0.00897,6758,606
4147,11152,-0.00897,6758,606
4148,11152,-0.00897,6758,606
4149,11152,-0.00897,6758,606
4150,11149,-0.0269,30227,2711
4151,11149,-0.0269,30227,2711
4152,11149,-0.0269,30227,2711
4153,11149,-0.0269,30227,2711
4154,11149,-0.0269,30227,2711
4155,11149,-0.0269,30227,2711
4156,11149,-0.0269,30227,2711
4157,11149,-0.0269,30227,2711
4158,11149,-0.0269,30227,2711
4159,11149,-0.0269,30227,2711
4160,11149,-0.0269,30227,2711
4161,11149,-0.0269,30227,2711
4162,11149,-0.0269,30227,2711
4163,11149,-0.0269,30227,2711
4164,11149,-0.0269,30227,2711
4165,11149,-0.0269,30227,2711
4166,11149,-0.0269,30227,2711
4167,11149,-0.0269,30227,2711
4168,11149,-0.0269,30227,2711
4169,11149,-0.0269,30227,2711
4170,11152,0.02691,33891,3039
4171,11152,0.02691,33891,3039
4172,11152,0.02691,33891,3039
4173,11152,0.02691,33891,3039
4174,11152,0.02691,33891,3039
4175,11152,0.02691,33891,3039
4176,11152,0.02691,33891,3039
4177,11152,0.02691,33891,3039
4178,11152,0.02691,33891,3039
4179,11152,0.02691,33891,3039
4180,11152,0,51078,4581
4181,11152,0,51078,4581
4182,11152,0,51078,4581
4183,11152,0,51078,4581
4184,11152,0,51078,4581
4185,11152,0,51078,4581
4186,11152,0,51078,4581
4187,11152,0,51078,4581
4188,11152,0,51078,4581
4189,11152,0,51078,4581
4190,11154,0.01793,18571,1665
4191,11154,0.01793,18571,1665
4192,11154,0.01793,18571,1665
4193,11154,0.01793,18571,1665
4194,11154,0.01793,18571,1665
4195,11154,0.01793,18571,1665
4196,11154,0.01793,18571,1665
4197,11154,0.01793,18571,1665
4198,11154,0.01793,18571,1665
4199,11154,0.01793,18571,1665
4200,11153,-0.00897,5967,535
4201,11153,-0.00897,5967,535
4202,11153,-0.00897,5967,535
4203,11153,-0.00897,5967,535
4204,11153,-0.00897,5967,535
4205,11153,-0.00897,5967,535
4206,11153,-0.00897,5967,535
4207,11153,-0.00897,5967,535
4208,11153,-0.00897,5967,535
4209,11153,-0.00897,5967,535
4210,11154,0.00897,22431,2011
4211,11154,0.00897,22431,2011
4212,11154,0.00897,22431,2011
4213,11154,0.00897,22431,2011
4214,11154,0.00897,22431,2011
4215,11154,0.00897,22431,2011
4216,11154,0.00897,22431,2011
4217,11154,0.00897,22431,2011
4218,11154,0.00897,22431,2011
4219,11154,0.00897,22431,2011
4220,11157,0.0269,24557,2201
4221,11157,0.0269,24557,2201
4222,11157,0.0269,24557,2201
4223,11157,0.0269,24557,2201
4224,11157,0.0269,24557,2201
4225,11157,0.0269,24557,2201
4226,11157,0.0269,24557,2201
4227,11157,0.0269,24557,2201
4228,11157,0.0269,24557,2201
4229,11157,0.0269,24557,2201
4230,11155,-0.01793,52053,4666
4231,11155,-0.01793,52053,4666
4232,11155,-0.01793,52053,4666
4233,11155,-0.01793,52053,4666
4234,11155,-0.01793,52053,4666
4235,11155,-0.01793,52053,4666
4236,11155,-0.01793,52053,4666
4237,11155,-0.01793,52053,4666
4238,11155,-0.01793,52053,4666
4239,11155,-0.01793,52053,4666
4240,11155,-0.01793,52053,4666
4241,11155,-0.01793,52053,4666
4242,11155,-0.01793,52053,4666
4243,11155,-0.01793,52053,4666
4244,11155,-0.01793,52053,4666
4245,11155,-0.01793,52053,4666
4246,11155,-0.01793,52053,4666
4247,11155,-0.01793,52053,4666
4248,11155,-0.01793,52053,4666
4249,11155,-0.01793,52053,4666
4250,11153,-0.01793,39629,3553
4251,11153,-0.01793,39629,3553
4252,11153,-0.01793,39629,3553
4253,11153,-0.01793,39629,3553
4254,11153,-0.01793,39629,3553
4255,11153,-0.01793,39629,3553
4256,11153,-0.01793,39629,3553
4257,11153,-0.01793,39629,3553
4258,11153,-0.01793,39629,3553
4259,11153,-0.01793,39629,3553
4260,11157,0.03586,260115,23312
4261,11157,0.03586,260115,23312
4262,11157,0.03586,260115,23312
4263,11157,0.03586,260115,23312
4264,11157,0.03586,260115,23312
4265,11157,0.03586,260115,23312
4266,11157,0.03586,260115,23312
4267,11157,0.03586,260115,23312
4268,11157,0.03586,260115,23312
4269,11157,0.03586,260115,23312
4270,11156,-0.00896,10911,978
4271,11156,-0.00896,10911,978
4272,11156,-0.00896,10911,978
4273,11156,-0.00896,10911,978
4274,11156,-0.00896,10911,978
4275,11156,-0.00896,10911,978
4276,11156,-0.00896,10911,978
4277,11156,-0.00896,10911,978
4278,11156,-0.00896,10911,978
4279,11156,-0.00896,10911,978
4280,11161,0.04482,32300,2894
4281,11161,0.04482,32300,2894
4282,11161,0.04482,32300,2894
4283,11161,0.04482,32300,2894
4284,11161,0.04482,32300,2894
4285,11161,0.04482,32300,2894
4286,11161,0.04482,32300,2894
4287,11161,0.04482,32300,2894
4288,11161,0.04482,32300,2894
4289,11161,0.04482,32300,2894
4290,11158,-0.02688,16423,1472
4291,11158,-0.02688,16423,1472
4292,11158,-0.02688,16423,1472
4293,11158,-0.02688,16423,1472
4294,11158,-0.02688,16423,1472
4295,11158,-0.02688,16423,1472
4296,11158,-0.02688,16423,1472
4297,11158,-0.02688,16423,1472
4298,11158,-0.02688,16423,1472
4299,11158,-0.02688,16423,1472
4300,11158,-0.02688,16423,1472
4301,11158,-0.02688,16423,1472
4302,11158,-0.02688,16423,1472
4303,11158,-0.02688,16423,1472
4304,11158,-0.02688,16423,1472
4305,11158,-0.02688,16423,1472
4306,11158,-0.02688,16423,1472
4307,11158,-0.02688,16423,1472
4308,11158,-0.02688,16423,1472
4309,11158,-0.02688,16423,1472
4310,11162,0.03585,5581,500
4311,11162,0.03585,5581,500
4312,11162,0.03585,5581,500
4313,11162,0.03585,5581,500
4314,11162,0.03585,5581,500
4315,11162,0.03585,5581,500
4316,11162,0.03585,5581,500
4317,11162,0.03585,5581,500
4318,11162,0.03585,5581,500
4319,11162,0.03585,5581,500
4320,11167,0.04479,266706,23885
