Second,Price(x1000),Diff(in%),Value(€),Volume
2986,11142,0.03591,67416,6050
2987,11142,0.03591,67416,6050
2988,11142,0.03591,67416,6050
2989,11142,0.03591,67416,6050
2990,11143,0.00898,18496,1660
2991,11143,0.00898,18496,1660
2992,11143,0.00898,18496,1660
2993,11143,0.00898,18496,1660
2994,11143,0.00898,18496,1660
2995,11143,0.00898,18496,1660
2996,11143,0.00898,18496,1660
2997,11143,0.00898,18496,1660
2998,11143,0.00898,18496,1660
2999,11143,0.00898,18496,1660
3000,11142,-0.00897,30071,2699
3001,11142,-0.00897,30071,2699
3002,11142,-0.00897,30071,2699
3003,11142,-0.00897,30071,2699
3004,11142,-0.00897,30071,2699
3005,11142,-0.00897,30071,2699
3006,11142,-0.00897,30071,2699
3007,11142,-0.00897,30071,2699
3008,11142,-0.00897,30071,2699
3009,11142,-0.00897,30071,2699
3010,11141,-0.00898,97648,8766
3011,11141,-0.00898,97648,8766
3012,11141,-0.00898,97648,8766
3013,11141,-0.00898,97648,8766
3014,11141,-0.00898,97648,8766
3015,11141,-0.00898,97648,8766
3016,11141,-0.00898,97648,8766
3017,11141,-0.00898,97648,8766
3018,11141,-0.00898,97648,8766
3019,11141,-0.00898,97648,8766
3020,11138,-0.02693,54965,4935
3021,11138,-0.02693,54965,4935
3022,11138,-0.02693,54965,4935
3023,11138,-0.02693,54965,4935
3024,11138,-0.02693,54965,4935
3025,11138,-0.02693,54965,4935
3026,11138,-0.02693,54965,4935
3027,11138,-0.02693,54965,4935
3028,11138,-0.02693,54965,4935
3029,11138,-0.02693,54965,4935
3030,11134,-0.03591,4454,400
3031,11134,-0.03591,4454,400
3032,11134,-0.03591,4454,400
3033,11134,-0.03591,4454,400
3034,11134,-0.03591,4454,400
3035,11134,-0.03591,4454,400
3036,11134,-0.03591,4454,400
3037,11134,-0.03591,4454,400
3038,11134,-0.03591,4454,400
3039,11134,-0.03591,4454,400
3040,11134,0,24693,2218
3041,11134,0,24693,2218
3042,11134,0,24693,2218
3043,11134,0,24693,2218
3044,11134,0,24693,2218
3045,11134,0,24693,2218
3046,11134,0,24693,2218
3047,11134,0,24693,2218
3048,11134,0,24693,2218
3049,11134,0,24693,2218
3050,11137,0.02694,66211,5946
3051,11137,0.02694,66211,5946
3052,11137,0.02694,66211,5946
3053,11137,0.02694,66211,5946
3054,11137,0.02694,66211,5946
3055,11137,0.02694,66211,5946
3056,11137,0.02694,66211,5946
3057,11137,0.02694,66211,5946
3058,11137,0.02694,66211,5946
3059,11137,0.02694,66211,5946
3060,11142,0.0449,21003,1885
3061,11142,0.0449,21003,1885
3062,11142,0.0449,21003,1885
3063,11142,0.0449,21003,1885
3064,11142,0.0449,21003,1885
3065,11142,0.0449,21003,1885
3066,11142,0.0449,21003,1885
3067,11142,0.0449,21003,1885
3068,11142,0.0449,21003,1885
3069,11142,0.0449,21003,1885
3070,11139,-0.02693,115336,10354
3071,11139,-0.02693,115336,10354
3072,11139,-0.02693,115336,10354
3073,11139,-0.02693,115336,10354
3074,11139,-0.02693,115336,10354
3075,11139,-0.02693,115336,10354
3076,11139,-0.02693,115336,10354
3077,11139,-0.02693,115336,10354
3078,11139,-0.02693,115336,10354
3079,11139,-0.02693,115336,10354
3080,11136,-0.02693,5568,500
3081,11136,-0.02693,5568,500
3082,11136,-0.02693,5568,500
3083,11136,-0.02693,5568,500
3084,11136,-0.02693,5568,500
3085,11136,-0.02693,5568,500
3086,11136,-0.02693,5568,500
3087,11136,-0.02693,5568,500
3088,11136,-0.02693,5568,500
3089,11136,-0.02693,5568,500
3090,11136,0,10234,919
3091,11136,0,10234,919
3092,11136,0,10234,919
3093,11136,0,10234,919
3094,11136,0,10234,919
3095,11136,0,10234,919
3096,11136,0,10234,919
3097,11136,0,10234,919
3098,11136,0,10234,919
3099,11136,0,10234,919
3100,11136,0,81163,7288
3101,11136,0,81163,7288
3102,11136,0,81163,7288
3103,11136,0,81163,7288
3104,11136,0,81163,7288
3105,11136,0,81163,7288
3106,11136,0,81163,7288
3107,11136,0,81163,7288
3108,11136,0,81163,7288
3109,11136,0,81163,7288
3110,11138,0.01796,67447,6055
3111,11138,0.01796,67447,6055
3112,11138,0.01796,67447,6055
3113,11138,0.01796,67447,6055
3114,11138,0.01796,67447,6055
3115,11138,0.01796,67447,6055
3116,11138,0.01796,67447,6055
3117,11138,0.01796,67447,6055
3118,11138,0.01796,67447,6055
3119,11138,0.01796,67447,6055
3120,11144,0.05387,228954,20547
3121,11144,0.05387,228954,20547
3122,11144,0.05387,228954,20547
3123,11144,0.05387,228954,20547
3124,11144,0.05387,228954,20547
3125,11144,0.05387,228954,20547
3126,11144,0.05387,228954,20547
3127,11144,0.05387,228954,20547
3128,11144,0.05387,228954,20547
3129,11144,0.05387,228954,20547
3130,11153,0.08076,275664,24720
3131,11153,0.08076,275664,24720
3132,11153,0.08076,275664,24720
3133,11153,0.08076,275664,24720
3134,11153,0.08076,275664,24720
3135,11153,0.08076,275664,24720
3136,11153,0.08076,275664,24720
3137,11153,0.08076,275664,24720
3138,11153,0.08076,275664,24720
3139,11153,0.08076,275664,24720
3140,11153,0,71256,6389
3141,11153,0,71256,6389
3142,11153,0,71256,6389
3143,11153,0,71256,6389
3144,11153,0,71256,6389
3145,11153,0,71256,6389
3146,11153,0,71256,6389
3147,11153,0,71256,6389
3148,11153,0,71256,6389
3149,11153,0,71256,6389
3150,11146,-0.06276,11023,989
3151,11146,-0.06276,11023,989
3152,11146,-0.06276,11023,989
3153,11146,-0.06276,11023,989
3154,11146,-0.06276,11023,989
3155,11146,-0.06276,11023,989
3156,11146,-0.06276,11023,989
3157,11146,-0.06276,11023,989
3158,11146,-0.06276,11023,989
3159,11146,-0.06276,11023,989
3160,11140,-0.05383,25055,2249
3161,11140,-0.05383,25055,2249
3162,11140,-0.05383,25055,2249
3163,11140,-0.05383,25055,2249
3164,11140,-0.05383,25055,2249
3165,11140,-0.05383,25055,2249
3166,11140,-0.05383,25055,2249
3167,11140,-0.05383,25055,2249
3168,11140,-0.05383,25055,2249
3169,11140,-0.05383,25055,2249
3170,11140,-0.05383,25055,2249
3171,11140,-0.05383,25055,2249
3172,11140,-0.05383,25055,2249
3173,11140,-0.05383,25055,2249
3174,11140,-0.05383,25055,2249
3175,11140,-0.05383,25055,2249
3176,11140,-0.05383,25055,2249
3177,11140,-0.05383,25055,2249
3178,11140,-0.05383,25055,2249
3179,11140,-0.05383,25055,2249
3180,11140,-0.05383,25055,2249
3181,11140,-0.05383,25055,2249
3182,11140,-0.05383,25055,2249
3183,11140,-0.05383,25055,2249
3184,11140,-0.05383,25055,2249
3185,11140,-0.05383,25055,2249
3186,11140,-0.05383,25055,2249
3187,11140,-0.05383,25055,2249
3188,11140,-0.05383,25055,2249
3189,11140,-0.05383,25055,2249
3190,11137,-0.02693,28744,2581
3191,11137,-0.02693,28744,2581
3192,11137,-0.02693,28744,2581
3193,11137,-0.02693,28744,2581
3194,11137,-0.02693,28744,2581
3195,11137,-0.02693,28744,2581
3196,11137,-0.02693,28744,2581
3197,11137,-0.02693,28744,2581
3198,11137,-0.02693,28744,2581
3199,11137,-0.02693,28744,2581
3200,11140,0.02694,33575,3014
3201,11140,0.02694,33575,3014
3202,11140,0.02694,33575,3014
3203,11140,0.02694,33575,3014
3204,11140,0.02694,33575,3014
3205,11140,0.02694,33575,3014
3206,11140,0.02694,33575,3014
3207,11140,0.02694,33575,3014
3208,11140,0.02694,33575,3014
3209,11140,0.02694,33575,3014
3210,11146,0.05386,49667,4456
3211,11146,0.05386,49667,4456
3212,11146,0.05386,49667,4456
3213,11146,0.05386,49667,4456
3214,11146,0.05386,49667,4456
3215,11146,0.05386,49667,4456
3216,11146,0.05386,49667,4456
3217,11146,0.05386,49667,4456
3218,11146,0.05386,49667,4456
3219,11146,0.05386,49667,4456
3220,11144,-0.01794,16983,1524
3221,11144,-0.01794,16983,1524
3222,11144,-0.01794,16983,1524
3223,11144,-0.01794,16983,1524
3224,11144,-0.01794,16983,1524
3225,11144,-0.01794,16983,1524
3226,11144,-0.01794,16983,1524
3227,11144,-0.01794,16983,1524
3228,11144,-0.01794,16983,1524
3229,11144,-0.01794,16983,1524
3230,11144,-0.01794,16983,1524
3231,11144,-0.01794,16983,1524
3232,11144,-0.01794,16983,1524
3233,11144,-0.01794,16983,1524
3234,11144,-0.01794,16983,1524
3235,11144,-0.01794,16983,1524
3236,11144,-0.01794,16983,1524
3237,11144,-0.01794,16983,1524
3238,11144,-0.01794,16983,1524
3239,11144,-0.01794,16983,1524
3240,11145,0.00897,14477,1299
3241,11145,0.00897,14477,1299
3242,11145,0.00897,14477,1299
3243,11145,0.00897,14477,1299
3244,11145,0.00897,14477,1299
3245,11145,0.00897,14477,1299
3246,11145,0.00897,14477,1299
3247,11145,0.00897,14477,1299
3248,11145,0.00897,14477,1299
3249,11145,0.00897,14477,1299
3250,11145,0.00897,14477,1299
3251,11145,0.00897,14477,1299
3252,11145,0.00897,14477,1299
3253,11145,0.00897,14477,1299
3254,11145,0.00897,14477,1299
3255,11145,0.00897,14477,1299
3256,11145,0.00897,14477,1299
3257,11145,0.00897,14477,1299
3258,11145,0.00897,14477,1299
3259,11145,0.00897,14477,1299
3260,11141,-0.03589,33436,3001
3261,11141,-0.03589,33436,3001
3262,11141,-0.03589,33436,3001
3263,11141,-0.03589,33436,3001
3264,11141,-0.03589,33436,3001
3265,11141,-0.03589,33436,3001
3266,11141,-0.03589,33436,3001
3267,11141,-0.03589,33436,3001
3268,11141,-0.03589,33436,3001
3269,11141,-0.03589,33436,3001
3270,11141,-0.03589,33436,3001
3271,11141,-0.03589,33436,3001
3272,11141,-0.03589,33436,3001
3273,11141,-0.03589,33436,3001
3274,11141,-0.03589,33436,3001
3275,11141,-0.03589,33436,3001
3276,11141,-0.03589,33436,3001
3277,11141,-0.03589,33436,3001
3278,11141,-0.03589,33436,3001
3279,11141,-0.03589,33436,3001
3280,11141,-0.03589,33436,3001
3281,11141,-0.03589,33436,3001
3282,11141,-0.03589,33436,3001
3283,11141,-0.03589,33436,3001
3284,11141,-0.03589,33436,3001
3285,11141,-0.03589,33436,3001
3286,11141,-0.03589,33436,3001
3287,11141,-0.03589,33436,3001
3288,11141,-0.03589,33436,3001
3289,11141,-0.03589,33436,3001
3290,11141,-0.03589,33436,3001
3291,11141,-0.03589,33436,3001
3292,11141,-0.03589,33436,3001
3293,11141,-0.03589,33436,3001
3294,11141,-0.03589,33436,3001
3295,11141,-0.03589,33436,3001
3296,11141,-0.03589,33436,3001
3297,11141,-0.03589,33436,3001
3298,11141,-0.03589,33436,3001
3299,11141,-0.03589,33436,3001
3300,11135,-0.05386,34150,3067
3301,11135,-0.05386,34150,3067
3302,11135,-0.05386,34150,3067
3303,11135,-0.05386,34150,3067
3304,11135,-0.05386,34150,3067
3305,11135,-0.05386,34150,3067
3306,11135,-0.05386,34150,3067
3307,11135,-0.05386,34150,3067
3308,11135,-0.05386,34150,3067
3309,11135,-0.05386,34150,3067
3310,11133,-0.01796,41848,3759
3311,11133,-0.01796,41848,3759
3312,11133,-0.01796,41848,3759
3313,11133,-0.01796,41848,3759
3314,11133,-0.01796,41848,3759
3315,11133,-0.01796,41848,3759
3316,11133,-0.01796,41848,3759
3317,11133,-0.01796,41848,3759
3318,11133,-0.01796,41848,3759
3319,11133,-0.01796,41848,3759
3320,11138,0.04491,103340,9278
3321,11138,0.04491,103340,9278
3322,11138,0.04491,103340,9278
3323,11138,0.04491,103340,9278
3324,11138,0.04491,103340,9278
3325,11138,0.04491,103340,9278
3326,11138,0.04491,103340,9278
3327,11138,0.04491,103340,9278
3328,11138,0.04491,103340,9278
3329,11138,0.04491,103340,9278
3330,11138,0.04491,103340,9278
3331,11138,0.04491,103340,9278
3332,11138,0.04491,103340,9278
3333,11138,0.04491,103340,9278
3334,11138,0.04491,103340,9278
3335,11138,0.04491,103340,9278
3336,11138,0.04491,103340,9278
3337,11138,0.04491,103340,9278
3338,11138,0.04491,103340,9278
3339,11138,0.04491,103340,9278
3340,11138,0.04491,103340,9278
3341,11138,0.04491,103340,9278
3342,11138,0.04491,103340,9278
3343,11138,0.04491,103340,9278
3344,11138,0.04491,103340,9278
3345,11138,0.04491,103340,9278
3346,11138,0.04491,103340,9278
3347,11138,0.04491,103340,9278
3348,11138,0.04491,103340,9278
3349,11138,0.04491,103340,9278
3350,11124,-0.1257,567456,51017
3351,11124,-0.1257,567456,51017
3352,11124,-0.1257,567456,51017
3353,11124,-0.1257,567456,51017
3354,11124,-0.1257,567456,51017
3355,11124,-0.1257,567456,51017
3356,11124,-0.1257,567456,51017
3357,11124,-0.1257,567456,51017
3358,11124,-0.1257,567456,51017
3359,11124,-0.1257,567456,51017
3360,11123,-0.00899,26059,2343
3361,11123,-0.00899,26059,2343
3362,11123,-0.00899,26059,2343
3363,11123,-0.00899,26059,2343
3364,11123,-0.00899,26059,2343
3365,11123,-0.00899,26059,2343
3366,11123,-0.00899,26059,2343
3367,11123,-0.00899,26059,2343
3368,11123,-0.00899,26059,2343
3369,11123,-0.00899,26059,2343
3370,11120,-0.02697,10364,932
3371,11120,-0.02697,10364,932
3372,11120,-0.02697,10364,932
3373,11120,-0.02697,10364,932
3374,11120,-0.02697,10364,932
3375,11120,-0.02697,10364,932
3376,11120,-0.02697,10364,932
3377,11120,-0.02697,10364,932
3378,11120,-0.02697,10364,932
3379,11120,-0.02697,10364,932
3380,11121,0.00899,13545,1218
3381,11121,0.00899,13545,1218
3382,11121,0.00899,13545,1218
3383,11121,0.00899,13545,1218
3384,11121,0.00899,13545,1218
3385,11121,0.00899,13545,1218
3386,11121,0.00899,13545,1218
3387,11121,0.00899,13545,1218
3388,11121,0.00899,13545,1218
3389,11121,0.00899,13545,1218
3390,11121,0.00899,13545,1218
3391,11121,0.00899,13545,1218
3392,11121,0.00899,13545,1218
3393,11121,0.00899,13545,1218
3394,11121,0.00899,13545,1218
3395,11121,0.00899,13545,1218
3396,11121,0.00899,13545,1218
3397,11121,0.00899,13545,1218
3398,11121,0.00899,13545,1218
3399,11121,0.00899,13545,1218
3400,11123,0.01798,13071,1175
3401,11123,0.01798,13071,1175
3402,11123,0.01798,13071,1175
3403,11123,0.01798,13071,1175
3404,11123,0.01798,13071,1175
3405,11123,0.01798,13071,1175
3406,11123,0.01798,13071,1175
3407,11123,0.01798,13071,1175
3408,11123,0.01798,13071,1175
3409,11123,0.01798,13071,1175
3410,11123,0.01798,13071,1175
3411,11123,0.01798,13071,1175
3412,11123,0.01798,13071,1175
3413,11123,0.01798,13071,1175
3414,11123,0.01798,13071,1175
3415,11123,0.01798,13071,1175
3416,11123,0.01798,13071,1175
3417,11123,0.01798,13071,1175
3418,11123,0.01798,13071,1175
3419,11123,0.01798,13071,1175
3420,11123,0.01798,13071,1175
3421,11123,0.01798,13071,1175
3422,11123,0.01798,13071,1175
3423,11123,0.01798,13071,1175
3424,11123,0.01798,13071,1175
3425,11123,0.01798,13071,1175
3426,11123,0.01798,13071,1175
3427,11123,0.01798,13071,1175
3428,11123,0.01798,13071,1175
3429,11123,0.01798,13071,1175
3430,11123,0.01798,13071,1175
3431,11123,0.01798,13071,1175
3432,11123,0.01798,13071,1175
3433,11123,0.01798,13071,1175
3434,11123,0.01798,13071,1175
3435,11123,0.01798,13071,1175
3436,11123,0.01798,13071,1175
3437,11123,0.01798,13071,1175
3438,11123,0.01798,13071,1175
3439,11123,0.01798,13071,1175
3440,11123,0.01798,13071,1175
3441,11123,0.01798,13071,1175
3442,11123,0.01798,13071,1175
3443,11123,0.01798,13071,1175
3444,11123,0.01798,13071,1175
3445,11123,0.01798,13071,1175
3446,11123,0.01798,13071,1175
3447,11123,0.01798,13071,1175
3448,11123,0.01798,13071,1175
3449,11123,0.01798,13071,1175
3450,11124,0.00899,13849,1245
3451,11124,0.00899,13849,1245
3452,11124,0.00899,13849,1245
3453,11124,0.00899,13849,1245
3454,11124,0.00899,13849,1245
3455,11124,0.00899,13849,1245
3456,11124,0.00899,13849,1245
3457,11124,0.00899,13849,1245
3458,11124,0.00899,13849,1245
3459,11124,0.00899,13849,1245
3460,11122,-0.01798,11689,1051
3461,11122,-0.01798,11689,1051
3462,11122,-0.01798,11689,1051
3463,11122,-0.01798,11689,1051
3464,11122,-0.01798,11689,1051
3465,11122,-0.01798,11689,1051
3466,11122,-0.01798,11689,1051
3467,11122,-0.01798,11689,1051
3468,11122,-0.01798,11689,1051
3469,11122,-0.01798,11689,1051
3470,11125,0.02697,12215,1098
3471,11125,0.02697,12215,1098
3472,11125,0.02697,12215,1098
3473,11125,0.02697,12215,1098
3474,11125,0.02697,12215,1098
3475,11125,0.02697,12215,1098
3476,11125,0.02697,12215,1098
3477,11125,0.02697,12215,1098
3478,11125,0.02697,12215,1098
3479,11125,0.02697,12215,1098
3480,11125,0.02697,12215,1098
3481,11125,0.02697,12215,1098
3482,11125,0.02697,12215,1098
3483,11125,0.02697,12215,1098
3484,11125,0.02697,12215,1098
3485,11125,0.02697,12215,1098
3486,11125,0.02697,12215,1098
3487,11125,0.02697,12215,1098
3488,11125,0.02697,12215,1098
3489,11125,0.02697,12215,1098
3490,11122,-0.02697,62089,5582
3491,11122,-0.02697,62089,5582
3492,11122,-0.02697,62089,5582
3493,11122,-0.02697,62089,5582
3494,11122,-0.02697,62089,5582
3495,11122,-0.02697,62089,5582
3496,11122,-0.02697,62089,5582
3497,11122,-0.02697,62089,5582
3498,11122,-0.02697,62089,5582
3499,11122,-0.02697,62089,5582
3500,11121,-0.00899,1112,100
3501,11121,-0.00899,1112,100
3502,11121,-0.00899,1112,100
3503,11121,-0.00899,1112,100
3504,11121,-0.00899,1112,100
3505,11121,-0.00899,1112,100
3506,11121,-0.00899,1112,100
3507,11121,-0.00899,1112,100
3508,11121,-0.00899,1112,100
3509,11121,-0.00899,1112,100
3510,11120,-0.00899,5860,527
3511,11120,-0.00899,5860,527
3512,11120,-0.00899,5860,527
3513,11120,-0.00899,5860,527
3514,11120,-0.00899,5860,527
3515,11120,-0.00899,5860,527
3516,11120,-0.00899,5860,527
3517,11120,-0.00899,5860,527
3518,11120,-0.00899,5860,527
3519,11120,-0.00899,5860,527
3520,11119,-0.00899,16679,1500
3521,11119,-0.00899,16679,1500
3522,11119,-0.00899,16679,1500
3523,11119,-0.00899,16679,1500
3524,11119,-0.00899,16679,1500
3525,11119,-0.00899,16679,1500
3526,11119,-0.00899,16679,1500
3527,11119,-0.00899,16679,1500
3528,11119,-0.00899,16679,1500
3529,11119,-0.00899,16679,1500
3530,11122,0.02698,10866,977
3531,11122,0.02698,10866,977
3532,11122,0.02698,10866,977
3533,11122,0.02698,10866,977
3534,11122,0.02698,10866,977
3535,11122,0.02698,10866,977
3536,11122,0.02698,10866,977
3537,11122,0.02698,10866,977
3538,11122,0.02698,10866,977
3539,11122,0.02698,10866,977
3540,11122,0.02698,10866,977
3541,11122,0.02698,10866,977
3542,11122,0.02698,10866,977
3543,11122,0.02698,10866,977
3544,11122,0.02698,10866,977
3545,11122,0.02698,10866,977
3546,11122,0.02698,10866,977
3547,11122,0.02698,10866,977
3548,11122,0.02698,10866,977
3549,11122,0.02698,10866,977
3550,11120,-0.01798,10075,906
3551,11120,-0.01798,10075,906
3552,11120,-0.01798,10075,906
3553,11120,-0.01798,10075,906
3554,11120,-0.01798,10075,906
3555,11120,-0.01798,10075,906
3556,11120,-0.01798,10075,906
3557,11120,-0.01798,10075,906
3558,11120,-0.01798,10075,906
3559,11120,-0.01798,10075,906
3560,11120,-0.01798,10075,906
3561,11120,-0.01798,10075,906
3562,11120,-0.01798,10075,906
3563,11120,-0.01798,10075,906
3564,11120,-0.01798,10075,906
3565,11120,-0.01798,10075,906
3566,11120,-0.01798,10075,906
3567,11120,-0.01798,10075,906
3568,11120,-0.01798,10075,906
3569,11120,-0.01798,10075,906
3570,11120,-0.01798,10075,906
3571,11120,-0.01798,10075,906
3572,11120,-0.01798,10075,906
3573,11120,-0.01798,10075,906
3574,11120,-0.01798,10075,906
3575,11120,-0.01798,10075,906
3576,11120,-0.01798,10075,906
3577,11120,-0.01798,10075,906
3578,11120,-0.01798,10075,906
3579,11120,-0.01798,10075,906
3580,11125,0.04496,3637,327
3581,11125,0.04496,3637,327
3582,11125,0.04496,3637,327
3583,11125,0.04496,3637,327
3584,11125,0.04496,3637,327
3585,11125,0.04496,3637,327
3586,11125,0.04496,3637,327
3587,11125,0.04496,3637,327
3588,11125,0.04496,3637,327
3589,11125,0.04496,3637,327
3590,11125,0.04496,3637,327
3591,11125,0.04496,3637,327
3592,11125,0.04496,3637,327
3593,11125,0.04496,3637,327
3594,11125,0.04496,3637,327
3595,11125,0.04496,3637,327
3596,11125,0.04496,3637,327
3597,11125,0.04496,3637,327
3598,11125,0.04496,3637,327
3599,11125,0.04496,3637,327
3600,11125,0.04496,3637,327
3601,11125,0.04496,3637,327
3602,11125,0.04496,3637,327
3603,11125,0.04496,3637,327
3604,11125,0.04496,3637,327
3605,11125,0.04496,3637,327
3606,11125,0.04496,3637,327
3607,11125,0.04496,3637,327
3608,11125,0.04496,3637,327
3609,11125,0.04496,3637,327
3610,11125,0.04496,3637,327
3611,11125,0.04496,3637,327
3612,11125,0.04496,3637,327
3613,11125,0.04496,3637,327
3614,11125,0.04496,3637,327
3615,11125,0.04496,3637,327
3616,11125,0.04496,3637,327
3617,11125,0.04496,3637,327
3618,11125,0.04496,3637,327
3619,11125,0.04496,3637,327
3620,11122,-0.02697,95462,8583
3621,11122,-0.02697,95462,8583
3622,11122,-0.02697,95462,8583
3623,11122,-0.02697,95462,8583
3624,11122,-0.02697,95462,8583
3625,11122,-0.02697,95462,8583
3626,11122,-0.02697,95462,8583
3627,11122,-0.02697,95462,8583
3628,11122,-0.02697,95462,8583
3629,11122,-0.02697,95462,8583
3630,11119,-0.02697,219651,19756
3631,11119,-0.02697,219651,19756
3632,11119,-0.02697,219651,19756
3633,11119,-0.02697,219651,19756
3634,11119,-0.02697,219651,19756
3635,11119,-0.02697,219651,19756
3636,11119,-0.02697,219651,19756
3637,11119,-0.02697,219651,19756
3638,11119,-0.02697,219651,19756
3639,11119,-0.02697,219651,19756
3640,11119,-0.02697,219651,19756
3641,11119,-0.02697,219651,19756
3642,11119,-0.02697,219651,19756
3643,11119,-0.02697,219651,19756
3644,11119,-0.02697,219651,19756
3645,11119,-0.02697,219651,19756
3646,11119,-0.02697,219651,19756
3647,11119,-0.02697,219651,19756
3648,11119,-0.02697,219651,19756
3649,11119,-0.02697,219651,19756
3650,11119,-0.02697,219651,19756
3651,11119,-0.02697,219651,19756
3652,11119,-0.02697,219651,19756
3653,11119,-0.02697,219651,19756
3654,11119,-0.02697,219651,19756
3655,11119,-0.02697,219651,19756
3656,11119,-0.02697,219651,19756
3657,11119,-0.02697,219651,19756
3658,11119,-0.02697,219651,19756
3659,11119,-0.02697,219651,19756
3660,11124,0.04497,264039,23733
3661,11124,0.04497,264039,23733
3662,11124,0.04497,264039,23733
3663,11124,0.04497,264039,23733
3664,11124,0.04497,264039,23733
3665,11124,0.04497,264039,23733
3666,11124,0.04497,264039,23733
3667,11124,0.04497,264039,23733
3668,11124,0.04497,264039,23733
3669,11124,0.04497,264039,23733
3670,11125,0.00899,16687,1500
3671,11125,0.00899,16687,1500
3672,11125,0.00899,16687,1500
3673,11125,0.00899,16687,1500
3674,11125,0.00899,16687,1500
3675,11125,0.00899,16687,1500
3676,11125,0.00899,16687,1500
3677,11125,0.00899,16687,1500
3678,11125,0.00899,16687,1500
3679,11125,0.00899,16687,1500
3680,11120,-0.04494,112919,10155
3681,11120,-0.04494,112919,10155
3682,11120,-0.04494,112919,10155
3683,11120,-0.04494,112919,10155
3684,11120,-0.04494,112919,10155
3685,11120,-0.04494,112919,10155
3686,11120,-0.04494,112919,10155
3687,11120,-0.04494,112919,10155
3688,11120,-0.04494,112919,10155
3689,11120,-0.04494,112919,10155
3690,11120,-0.04494,112919,10155
3691,11120,-0.04494,112919,10155
3692,11120,-0.04494,112919,10155
3693,11120,-0.04494,112919,10155
3694,11120,-0.04494,112919,10155
3695,11120,-0.04494,112919,10155
3696,11120,-0.04494,112919,10155
3697,11120,-0.04494,112919,10155
3698,11120,-0.04494,112919,10155
3699,11120,-0.04494,112919,10155
3700,11118,-0.01799,189,17
3701,11118,-0.01799,189,17
3702,11118,-0.01799,189,17
3703,11118,-0.01799,189,17
3704,11118,-0.01799,189,17
3705,11118,-0.01799,189,17
3706,11118,-0.01799,189,17
3707,11118,-0.01799,189,17
3708,11118,-0.01799,189,17
3709,11118,-0.01799,189,17
3710,11118,-0.01799,189,17
3711,11118,-0.01799,189,17
3712,11118,-0.01799,189,17
3713,11118,-0.01799,189,17
3714,11118,-0.01799,189,17
3715,11118,-0.01799,189,17
3716,11118,-0.01799,189,17
3717,11118,-0.01799,189,17
3718,11118,-0.01799,189,17
3719,11118,-0.01799,189,17
3720,11122,0.03598,16116,1449
3721,11122,0.03598,16116,1449
3722,11122,0.03598,16116,1449
3723,11122,0.03598,16116,1449
3724,11122,0.03598,16116,1449
3725,11122,0.03598,16116,1449
3726,11122,0.03598,16116,1449
3727,11122,0.03598,16116,1449
3728,11122,0.03598,16116,1449
3729,11122,0.03598,16116,1449
3730,11127,0.04496,79840,7175
3731,11127,0.04496,79840,7175
3732,11127,0.04496,79840,7175
3733,11127,0.04496,79840,7175
3734,11127,0.04496,79840,7175
3735,11127,0.04496,79840,7175
3736,11127,0.04496,79840,7175
3737,11127,0.04496,79840,7175
3738,11127,0.04496,79840,7175
3739,11127,0.04496,79840,7175
3740,11131,0.03595,183581,16492
3741,11131,0.03595,183581,16492
3742,11131,0.03595,183581,16492
3743,11131,0.03595,183581,16492
3744,11131,0.03595,183581,16492
3745,11131,0.03595,183581,16492
3746,11131,0.03595,183581,16492
3747,11131,0.03595,183581,16492
3748,11131,0.03595,183581,16492
3749,11131,0.03595,183581,16492
3750,11122,-0.08086,27138,2440
3751,11122,-0.08086,27138,2440
3752,11122,-0.08086,27138,2440
3753,11122,-0.08086,27138,2440
3754,11122,-0.08086,27138,2440
3755,11122,-0.08086,27138,2440
3756,11122,-0.08086,27138,2440
3757,11122,-0.08086,27138,2440
3758,11122,-0.08086,27138,2440
3759,11122,-0.08086,27138,2440
3760,11119,-0.02697,20438,1838
3761,11119,-0.02697,20438,1838
3762,11119,-0.02697,20438,1838
3763,11119,-0.02697,20438,1838
3764,11119,-0.02697,20438,1838
3765,11119,-0.02697,20438,1838
3766,11119,-0.02697,20438,1838
3767,11119,-0.02697,20438,1838
3768,11119,-0.02697,20438,1838
3769,11119,-0.02697,20438,1838
3770,11123,0.03597,18063,1624
3771,11123,0.03597,18063,1624
3772,11123,0.03597,18063,1624
3773,11123,0.03597,18063,1624
3774,11123,0.03597,18063,1624
3775,11123,0.03597,18063,1624
3776,11123,0.03597,18063,1624
3777,11123,0.03597,18063,1624
3778,11123,0.03597,18063,1624
3779,11123,0.03597,18063,1624
3780,11116,-0.06293,151593,13637
3781,11116,-0.06293,151593,13637
3782,11116,-0.06293,151593,13637
3783,11116,-0.06293,151593,13637
3784,11116,-0.06293,151593,13637
3785,11116,-0.06293,151593,13637
3786,11116,-0.06293,151593,13637
3787,11116,-0.06293,151593,13637
3788,11116,-0.06293,151593,13637
3789,11116,-0.06293,151593,13637
3790,11124,0.07197,22803,2050
3791,11124,0.07197,22803,2050
3792,11124,0.07197,22803,2050
3793,11124,0.07197,22803,2050
3794,11124,0.07197,22803,2050
3795,11124,0.07197,22803,2050
3796,11124,0.07197,22803,2050
3797,11124,0.07197,22803,2050
3798,11124,0.07197,22803,2050
3799,11124,0.07197,22803,2050
3800,11124,0.07197,22803,2050
3801,11124,0.07197,22803,2050
